Amount (INR),Payment Mode,To/Received By,Sender A/C,Receiver A/C,Sender Location,Receiver Location,Transaction Date,Transaction Time,isFraud
2299.93,Card,Airtel,ACC123456,ACC207919,"Chennai, Tamil Nadu, 600001","Delhi, Delhi, 110001",9/21/2024,22:45,0
6432.25,Card,Electricity Board,ACC123456,ACC527856,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",11/16/2023,16:38,0
615.05,IMPS,Flipkart,ACC123456,ACC558845,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",3/17/2025,5:00,0
2552.34,NEFT,Paytm Wallet,ACC123456,ACC422944,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",3/21/2025,4:48,0
571.17,NEFT,Medical Store,ACC123456,ACC458122,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",11/23/2023,1:15,0
746.97,Wallet,Zomato,ACC123456,ACC982230,"Kolkata, West Bengal, 700001","
",12/3/2024,3:50,0
362.64,IMPS,Jio,ACC123456,ACC296550,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",3/31/2024,0:16,0
2631.7,Card,LIC Insurance,ACC123456,ACC216776,"Kolkata, West Bengal, 700001","
",6/27/2023,13:37,0
84.81,Card,LIC Insurance,ACC123456,ACC109039,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/18/2023,11:36,0
1758.26,UPI,Electricity Board,ACC123456,ACC775353,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",1/23/2024,19:49,0
1844.18,Wallet,Electricity Board,ACC123456,ACC472039,"Kolkata, West Bengal, 700001","
",9/9/2023,0:21,0
4785.42,Card,School Fees,ACC123456,ACC728024,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",3/4/2025,16:58,0
3186.19,Card,Reliance Fresh,ACC123456,ACC358582,"Hyderabad, Telangana, 500001","Pune, Maharashtra, 411001",8/11/2024,4:43,0
1167.68,Wallet,Electricity Board,ACC123456,ACC439508,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",12/31/2023,21:41,0
964.74,UPI,Airtel,ACC123456,ACC857378,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",10/31/2024,3:01,0
15922.27,Cash Deposit,Ola,ACC123456,ACC428647,"Kolkata, West Bengal, 700001","
",8/31/2023,17:41,0
4551.79,NEFT,PhonePe,ACC123456,ACC877631,"Kolkata, West Bengal, 700001","
",9/5/2024,10:13,0
372.46,Wallet,Paytm Wallet,ACC123456,ACC923835,"Kolkata, West Bengal, 700001","
",1/23/2024,15:07,0
3087.14,UPI,Ola,ACC123456,ACC418787,"Kolkata, West Bengal, 700001","
",1/8/2025,11:13,0
1562.22,Wallet,SBI,ACC123456,ACC856000,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",7/10/2024,18:34,0
1804.46,Cash Deposit,SBI,ACC123456,ACC113288,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",8/21/2023,10:45,0
1191.66,NEFT,Ola,ACC123456,ACC694888,"Pune, Maharashtra, 411001","Lucknow, Uttar Pradesh, 226001",10/16/2023,12:10,0
1616.55,Cash Deposit,SBI,ACC123456,ACC541111,"Kolkata, West Bengal, 700001","
",6/30/2023,3:14,0
263.76,UPI,Reliance Fresh,ACC123456,ACC134281,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",11/8/2023,0:59,0
207.18,UPI,Paytm Wallet,ACC123456,ACC753053,"Ahmedabad, Gujarat, 380001","Lucknow, Uttar Pradesh, 226001",1/4/2024,18:46,0
683.79,NEFT,HDFC Bank,ACC123456,ACC492099,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",2/15/2024,5:38,0
730.12,Wallet,Reliance Fresh,ACC123456,ACC450970,"Lucknow, Uttar Pradesh, 226001","
",3/20/2024,17:10,0
712.03,Cash Deposit,Jio,ACC123456,ACC727646,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",3/10/2025,7:24,0
2030.84,Card,PhonePe,ACC123456,ACC562968,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",7/14/2024,15:28,0
26768.3,Unknown,School Fees,ACC123456,ACC635432,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",12/20/2024,9:17,0
28.86,Cash Deposit,PhonePe,ACC123456,ACC272312,"Kolkata, West Bengal, 700001","
",9/16/2023,23:44,0
2730.14,Cash Deposit,Reliance Fresh,ACC123456,ACC229732,"Mumbai, Maharashtra, 400001","
",5/28/2024,7:22,0
143.13,NEFT,Big Bazaar,ACC123456,ACC991394,"Kolkata, West Bengal, 700001","
",10/24/2023,9:52,0
1044.47,Card,Flipkart,ACC123456,ACC836969,"Jaipur, Rajasthan, 302001","Delhi, Delhi, 110001",1/18/2024,3:07,0
555.84,UPI,Reliance Fresh,ACC123456,ACC940948,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",4/17/2023,10:47,0
672.59,UPI,SBI,ACC123456,ACC891967,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",11/28/2024,7:44,0
205.05,IMPS,Reliance Fresh,ACC123456,ACC830320,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",2/19/2024,17:42,0
1742.26,IMPS,Ola,ACC123456,ACC323497,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",7/26/2024,9:33,0
103.66,Cash Deposit,Local Kirana,ACC123456,ACC527292,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",5/22/2024,3:28,0
1348.51,Cash Deposit,LIC Insurance,ACC123456,ACC309283,"Kolkata, West Bengal, 700001","
",2/9/2025,1:52,0
1956.73,Wallet,Medical Store,ACC123456,ACC437172,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",11/10/2023,9:16,0
84.55,IMPS,Rent Transfer,ACC123456,ACC814099,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",2/7/2025,18:03,0
643.62,Cash Deposit,Medical Store,ACC123456,ACC292053,"Kolkata, West Bengal, 700001","
",1/12/2024,2:05,0
513.77,Cash Deposit,Airtel,ACC123456,ACC556681,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",6/28/2024,15:48,0
1114.13,UPI,Paytm Wallet,ACC123456,ACC323676,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",3/8/2024,7:05,0
151.05,IMPS,Flipkart,ACC123456,ACC410687,"Kolkata, West Bengal, 700001","
",12/15/2024,11:32,0
832.63,Wallet,Medical Store,ACC123456,ACC646880,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",10/5/2024,19:27,0
870.43,Wallet,Flipkart,ACC123456,ACC989944,"Kolkata, West Bengal, 700001","
",2/12/2025,13:54,0
199.81,UPI,Jio,ACC123456,ACC776111,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",9/4/2023,6:49,0
14830.29,IMPS,LIC Insurance,ACC123456,ACC641009,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",7/15/2023,5:06,1
15392.14,NEFT,Swiggy,ACC123456,ACC734739,"Kolkata, West Bengal, 700001","
",3/18/2025,22:41,1
1616.43,IMPS,IRCTC,ACC123456,ACC982005,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",9/30/2023,3:37,0
14.53,Wallet,Zomato,ACC123456,ACC970380,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",10/9/2024,21:24,0
587.78,IMPS,IRCTC,ACC123456,ACC487025,"Kolkata, West Bengal, 700001","
",11/9/2023,8:14,0
337.97,UPI,LIC Insurance,ACC123456,ACC811398,"Kolkata, West Bengal, 700001","
",10/5/2024,15:14,0
935.63,UPI,Medical Store,ACC123456,ACC222412,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",8/31/2024,3:12,0
2551.5,Wallet,IRCTC,ACC123456,ACC481379,"Kolkata, West Bengal, 700001","
",1/7/2025,15:42,0
966.61,Card,Big Bazaar,ACC123456,ACC918279,"Kolkata, West Bengal, 700001","
",4/21/2023,8:43,0
668.08,Card,Ola,ACC123456,ACC459196,"Delhi, Delhi, 110001","
",8/5/2023,5:31,0
1176.95,NEFT,Swiggy,ACC123456,ACC793841,"Kolkata, West Bengal, 700001","
",3/3/2024,6:12,0
270.72,Card,Flipkart,ACC123456,ACC835416,"Kolkata, West Bengal, 700001","
",6/5/2023,9:25,0
716.94,NEFT,Swiggy,ACC123456,ACC295171,"Kolkata, West Bengal, 700001","
",11/7/2023,5:43,0
1055.71,UPI,Flipkart,ACC123456,ACC497639,"Kolkata, West Bengal, 700001","
",8/29/2024,21:08,0
2408.8,UPI,Reliance Fresh,ACC123456,ACC801770,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",6/26/2024,1:21,0
469.13,UPI,Medical Store,ACC123456,ACC346764,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",2/17/2024,23:17,0
160.0,Unknown,Swiggy,ACC123456,ACC879977,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",7/11/2023,0:17,0
2081.34,Card,Airtel,ACC123456,ACC614456,"Kolkata, West Bengal, 700001","
",6/4/2024,8:29,0
609.34,UPI,PhonePe,ACC123456,ACC855146,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",11/20/2024,17:27,0
1255.88,IMPS,School Fees,ACC123456,ACC424610,"Bengaluru, Karnataka, 560001","
",1/9/2024,14:18,0
237.71,Wallet,Paytm Wallet,ACC123456,ACC407547,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",8/22/2024,22:20,0
2271.97,Cash Deposit,Airtel,ACC123456,ACC850962,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",4/21/2023,8:38,0
2613.9,IMPS,Rent Transfer,ACC123456,ACC206735,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",12/31/2024,22:46,0
4463.69,UPI,PhonePe,ACC123456,ACC499791,"Kolkata, West Bengal, 700001","
",11/17/2023,9:09,0
1569.04,IMPS,LIC Insurance,ACC123456,ACC588823,"Kolkata, West Bengal, 700001","
",5/12/2023,8:36,0
428.16,Card,Local Kirana,ACC123456,ACC923581,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/27/2024,15:59,0
218.03,NEFT,Zomato,ACC123456,ACC987514,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",5/17/2023,5:22,0
632.62,NEFT,Airtel,ACC123456,ACC881991,"Kolkata, West Bengal, 700001","
",10/27/2023,17:45,0
709.1,UPI,Medical Store,ACC123456,ACC755214,"Kolkata, West Bengal, 700001","
",12/27/2023,0:47,0
442.5,Card,Big Bazaar,ACC123456,ACC414831,"Kolkata, West Bengal, 700001","
",4/4/2024,13:08,0
15740.28,IMPS,Zomato,ACC123456,ACC513988,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",12/30/2023,15:16,0
149.9,NEFT,Paytm Wallet,ACC123456,ACC854807,"Kolkata, West Bengal, 700001","
",6/16/2024,19:33,0
408.18,IMPS,Jio,ACC123456,ACC767124,"Kolkata, West Bengal, 700001","
",6/9/2024,3:59,0
582.35,UPI,Flipkart,ACC123456,ACC258836,"Chennai, Tamil Nadu, 600001","Ahmedabad, Gujarat, 380001",8/7/2023,23:36,0
1533.28,Cash Deposit,Jio,ACC123456,ACC479173,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",4/12/2024,5:48,0
1160.65,Card,Reliance Fresh,ACC123456,ACC290344,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",10/22/2023,19:14,0
913.81,NEFT,Medical Store,ACC123456,ACC180294,"Chennai, Tamil Nadu, 600001","Pune, Maharashtra, 411001",7/17/2024,18:28,0
78.76,Cash Deposit,PhonePe,ACC123456,ACC711208,"Ahmedabad, Gujarat, 380001","
",4/8/2024,15:10,0
36.01,Card,Ola,ACC123456,ACC699965,"Kolkata, West Bengal, 700001","
",12/9/2024,18:42,0
1054.21,UPI,PhonePe,ACC123456,ACC105635,"Kolkata, West Bengal, 700001","
",11/17/2023,5:48,0
873.4,Wallet,HDFC Bank,ACC123456,ACC814160,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",5/26/2024,14:50,0
470.32,NEFT,Medical Store,ACC123456,ACC846490,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",9/7/2023,9:08,0
1037.52,Cash Deposit,Paytm Wallet,ACC123456,ACC276286,"Bengaluru, Karnataka, 560001","Bengaluru, Karnataka, 560001",8/2/2024,11:24,0
38.92,Cash Deposit,Big Bazaar,ACC123456,ACC636844,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",9/9/2023,11:20,0
928.94,UPI,Rent Transfer,ACC123456,ACC892854,"Kolkata, West Bengal, 700001","
",6/1/2023,7:48,0
546.46,UPI,School Fees,ACC123456,ACC577534,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",4/30/2024,6:56,0
293.16,Card,Local Kirana,ACC123456,ACC902488,"Jaipur, Rajasthan, 302001","Mumbai, Maharashtra, 400001",12/21/2023,9:14,0
600.23,NEFT,Reliance Fresh,ACC123456,ACC586780,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",1/27/2025,19:52,0
706.41,UPI,LIC Insurance,ACC123456,ACC348786,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",4/22/2024,23:12,0
76.86,Card,School Fees,ACC123456,ACC845287,"Kolkata, West Bengal, 700001","
",1/2/2025,14:12,0
1368.08,UPI,LIC Insurance,ACC123456,ACC520258,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",4/2/2024,0:48,0
34.18,Cash Deposit,Swiggy,ACC123456,ACC759872,"Chennai, Tamil Nadu, 600001","Bengaluru, Karnataka, 560001",2/18/2024,11:19,0
1863.19,IMPS,Swiggy,ACC123456,ACC654557,"Kolkata, West Bengal, 700001","
",5/28/2024,8:42,0
1051.58,NEFT,Zomato,ACC123456,ACC848978,"Kolkata, West Bengal, 700001","
",8/18/2023,2:49,0
178.36,Card,Medical Store,ACC123456,ACC917286,"Kolkata, West Bengal, 700001","
",1/9/2025,13:21,0
1668.96,NEFT,Reliance Fresh,ACC123456,ACC654372,"Hyderabad, Telangana, 500001","Hyderabad, Telangana, 500001",3/9/2024,10:24,0
378.76,Wallet,Electricity Board,ACC123456,ACC928882,"Delhi, Delhi, 110001","Bengaluru, Karnataka, 560001",8/17/2023,4:30,0
219.88,NEFT,Local Kirana,ACC123456,ACC865694,"Kolkata, West Bengal, 700001","
",9/19/2023,17:00,0
1667.28,Card,Paytm Wallet,ACC123456,ACC739643,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",12/11/2023,15:50,0
545.39,IMPS,Reliance Fresh,ACC123456,ACC309559,"Kolkata, West Bengal, 700001","
",12/2/2024,18:40,0
1501.77,NEFT,Medical Store,ACC123456,ACC232603,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",10/24/2024,21:45,0
1261.23,NEFT,Medical Store,ACC123456,ACC975285,"Bengaluru, Karnataka, 560001","Hyderabad, Telangana, 500001",12/10/2023,8:36,0
1155.46,UPI,Swiggy,ACC123456,ACC440499,"Kolkata, West Bengal, 700001","
",5/4/2024,10:15,0
82.15,Card,Flipkart,ACC123456,ACC336270,"Kolkata, West Bengal, 700001","
",12/13/2023,23:50,0
2180.24,UPI,Electricity Board,ACC123456,ACC319512,"Kolkata, West Bengal, 700001","
",6/21/2023,3:01,0
2860.09,Card,Reliance Fresh,ACC123456,ACC651500,"Kolkata, West Bengal, 700001","Pune, Maharashtra, 411001",3/17/2025,19:13,0
73.1,UPI,LIC Insurance,ACC123456,ACC455902,"Mumbai, Maharashtra, 400001","Mumbai, Maharashtra, 400001",7/10/2023,3:50,0
1628.47,NEFT,PhonePe,ACC123456,ACC818920,"Pune, Maharashtra, 411001","Mumbai, Maharashtra, 400001",12/21/2024,5:02,0
1737.95,Wallet,Electricity Board,ACC123456,ACC457446,"Delhi, Delhi, 110001","Lucknow, Uttar Pradesh, 226001",5/27/2023,17:59,0
629.24,Wallet,Flipkart,ACC123456,ACC324515,"Kolkata, West Bengal, 700001","
",11/7/2023,15:35,0
1771.6,Wallet,Airtel,ACC123456,ACC754187,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",4/13/2024,22:36,0
2943.2,Card,Ola,ACC123456,ACC516376,"Kolkata, West Bengal, 700001","
",7/31/2024,11:42,0
7486.6,Card,Flipkart,ACC123456,ACC749171,"Kolkata, West Bengal, 700001","
",4/3/2024,22:21,0
1906.73,Wallet,LIC Insurance,ACC123456,ACC687076,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/2/2023,10:45,0
1686.93,Card,SBI,ACC123456,ACC406345,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",3/23/2025,1:31,0
144.31,Wallet,SBI,ACC123456,ACC509433,"Kolkata, West Bengal, 700001","
",8/3/2024,9:23,0
249.37,NEFT,HDFC Bank,ACC123456,ACC699603,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/24/2023,21:49,0
2836.81,Cash Deposit,Jio,ACC123456,ACC414888,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",2/9/2025,12:35,0
5350.86,UPI,Rent Transfer,ACC123456,ACC999561,"Delhi, Delhi, 110001","
",11/29/2023,1:51,0
55.23,NEFT,Jio,ACC123456,ACC204330,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",5/9/2024,17:26,0
32.1,NEFT,SBI,ACC123456,ACC353072,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",1/3/2024,6:04,0
266.34,UPI,Ola,ACC123456,ACC439528,"Hyderabad, Telangana, 500001","
",11/28/2023,9:59,0
1011.55,Wallet,Paytm Wallet,ACC123456,ACC497378,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",10/19/2024,22:02,0
532.67,IMPS,Local Kirana,ACC123456,ACC457019,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",10/11/2024,11:01,0
595.94,Card,Jio,ACC123456,ACC504921,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",10/14/2023,14:11,0
133.78,UPI,Local Kirana,ACC123456,ACC855122,"Kolkata, West Bengal, 700001","
",7/4/2024,0:32,0
690.09,Cash Deposit,PhonePe,ACC123456,ACC228249,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",6/2/2024,10:22,0
842.76,Card,PhonePe,ACC123456,ACC812012,"Kolkata, West Bengal, 700001","
",10/25/2024,9:18,0
2133.18,Card,Reliance Fresh,ACC123456,ACC601956,"Kolkata, West Bengal, 700001","
",2/1/2025,1:41,0
224.92,NEFT,School Fees,ACC123456,ACC203017,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",8/21/2024,19:47,0
256.72,NEFT,Flipkart,ACC123456,ACC607193,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",4/2/2025,18:59,0
2032.91,Cash Deposit,PhonePe,ACC123456,ACC459742,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",4/10/2024,4:12,0
8481.69,UPI,Medical Store,ACC123456,ACC707783,"Kolkata, West Bengal, 700001","
",3/25/2025,17:31,0
2105.98,Cash Deposit,Electricity Board,ACC123456,ACC666211,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",5/24/2023,18:01,0
373.95,NEFT,IRCTC,ACC123456,ACC197608,"Jaipur, Rajasthan, 302001","
",12/19/2023,13:26,0
1485.86,IMPS,Local Kirana,ACC123456,ACC760664,"Kolkata, West Bengal, 700001","
",9/10/2023,3:55,0
94.34,IMPS,HDFC Bank,ACC123456,ACC856231,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",8/17/2024,4:54,0
2623.38,NEFT,Flipkart,ACC123456,ACC708526,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",10/31/2023,21:46,0
3826.64,UPI,IRCTC,ACC123456,ACC254406,"Kolkata, West Bengal, 700001","
",1/20/2025,13:24,0
934.21,Cash Deposit,IRCTC,ACC123456,ACC661006,"Kolkata, West Bengal, 700001","
",12/5/2023,13:24,0
97.95,NEFT,HDFC Bank,ACC123456,ACC577812,"Kolkata, West Bengal, 700001","
",11/20/2023,11:33,0
284.47,IMPS,Amazon India,ACC123456,ACC203195,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",7/30/2024,21:25,0
713.18,IMPS,SBI,ACC123456,ACC468942,"Kolkata, West Bengal, 700001","
",10/12/2023,3:45,0
114.92,Wallet,Rent Transfer,ACC123456,ACC353167,"Kolkata, West Bengal, 700001","
",10/25/2024,10:41,0
2986.39,Wallet,Paytm Wallet,ACC123456,ACC801837,"Kolkata, West Bengal, 700001","Mumbai, Maharashtra, 400001",12/10/2023,11:17,0
246.65,UPI,Ola,ACC123456,ACC787865,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",10/7/2024,4:38,0
237.43,Card,HDFC Bank,ACC123456,ACC664190,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",4/20/2023,10:18,0
2503.13,Wallet,SBI,ACC123456,ACC447463,"Kolkata, West Bengal, 700001","
",4/14/2023,15:48,0
685.02,UPI,Ola,ACC123456,ACC545981,"Kolkata, West Bengal, 700001","
",6/30/2024,9:53,0
89.12,NEFT,Big Bazaar,ACC123456,ACC598239,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",9/9/2023,3:07,0
1362.91,Cash Deposit,Amazon India,ACC123456,ACC833800,"Kolkata, West Bengal, 700001","
",2/8/2024,20:58,0
336.71,UPI,HDFC Bank,ACC123456,ACC621479,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",7/23/2024,13:41,0
466.78,Cash Deposit,Airtel,ACC123456,ACC957749,"Kolkata, West Bengal, 700001","
",6/17/2023,15:51,0
328.41,NEFT,Medical Store,ACC123456,ACC295250,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",1/17/2024,20:11,0
178.72,Cash Deposit,IRCTC,ACC123456,ACC956275,"Bengaluru, Karnataka, 560001","Jaipur, Rajasthan, 302001",12/2/2023,22:23,0
264.64,Wallet,LIC Insurance,ACC123456,ACC838608,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",12/15/2024,3:12,0
63340.49,Wallet,Amazon India,ACC123456,ACC362310,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",11/11/2024,7:53,0
2483.31,Card,School Fees,ACC123456,ACC971914,"Kolkata, West Bengal, 700001","
",1/23/2025,10:03,0
922.37,Cash Deposit,SBI,ACC123456,ACC765439,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",7/1/2024,2:06,0
1581.02,UPI,Medical Store,ACC123456,ACC950244,"Ahmedabad, Gujarat, 380001","Hyderabad, Telangana, 500001",12/1/2024,7:37,0
1218.55,UPI,Jio,ACC123456,ACC658276,"Lucknow, Uttar Pradesh, 226001","
",6/11/2023,8:08,0
553.26,NEFT,Medical Store,ACC123456,ACC522926,"Kolkata, West Bengal, 700001","
",7/3/2024,21:07,0
1274.69,NEFT,Reliance Fresh,ACC123456,ACC348748,"Kolkata, West Bengal, 700001","
",3/12/2025,18:55,0
290.59,Cash Deposit,Electricity Board,ACC123456,ACC273003,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",12/27/2024,11:15,0
3118.45,Wallet,Paytm Wallet,ACC123456,ACC359239,"Kolkata, West Bengal, 700001","
",4/20/2023,7:34,0
1490.18,Card,Swiggy,ACC123456,ACC730483,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/29/2024,10:48,0
320.24,IMPS,Electricity Board,ACC123456,ACC861479,"Kolkata, West Bengal, 700001","
",5/16/2023,15:25,0
2402.56,IMPS,Medical Store,ACC123456,ACC433501,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",5/15/2024,23:18,0
1242.9,Cash Deposit,PhonePe,ACC123456,ACC910697,"Hyderabad, Telangana, 500001","
",8/1/2024,1:27,0
1445.09,Card,Big Bazaar,ACC123456,ACC379071,"Chennai, Tamil Nadu, 600001","Bengaluru, Karnataka, 560001",4/13/2023,21:44,0
361.48,UPI,IRCTC,ACC123456,ACC688047,"Kolkata, West Bengal, 700001","Ahmedabad, Gujarat, 380001",7/12/2023,15:53,0
54.92,Card,Electricity Board,ACC123456,ACC219003,"Ahmedabad, Gujarat, 380001","
",9/18/2023,11:51,0
251.31,IMPS,Reliance Fresh,ACC123456,ACC905404,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",2/9/2024,14:02,0
47.43,Wallet,School Fees,ACC123456,ACC784070,"Ahmedabad, Gujarat, 380001","Ahmedabad, Gujarat, 380001",1/28/2024,10:07,0
68.11,NEFT,School Fees,ACC123456,ACC253778,"Kolkata, West Bengal, 700001","Chennai, Tamil Nadu, 600001",10/20/2024,20:47,0
2699.03,IMPS,Ola,ACC123456,ACC877588,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",12/31/2024,0:32,0
965.75,IMPS,Paytm Wallet,ACC123456,ACC148840,"Kolkata, West Bengal, 700001","Hyderabad, Telangana, 500001",4/19/2023,17:08,0
866.91,UPI,Amazon India,ACC123456,ACC104601,"Kolkata, West Bengal, 700001","
",1/23/2024,3:17,0
375.04,Wallet,Zomato,ACC123456,ACC897826,"Chennai, Tamil Nadu, 600001","
",3/8/2025,22:08,0
440.35,IMPS,Big Bazaar,ACC123456,ACC498713,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",12/18/2024,1:27,0
277.13,Wallet,IRCTC,ACC123456,ACC244591,"Kolkata, West Bengal, 700001","Lucknow, Uttar Pradesh, 226001",6/10/2023,8:33,0
2018.36,IMPS,Rent Transfer,ACC123456,ACC781324,"Hyderabad, Telangana, 500001","
",9/15/2024,20:09,0
477.9,Card,School Fees,ACC123456,ACC505146,"Jaipur, Rajasthan, 302001","
",2/13/2025,14:55,0
183.21,IMPS,Jio,ACC123456,ACC184655,"Kolkata, West Bengal, 700001","Delhi, Delhi, 110001",11/17/2023,12:01,0
1554.71,IMPS,Medical Store,ACC123456,ACC551132,"Kolkata, West Bengal, 700001","Bengaluru, Karnataka, 560001",4/13/2024,18:36,0
236.39,UPI,HDFC Bank,ACC123456,ACC398004,"Pune, Maharashtra, 411001","Bengaluru, Karnataka, 560001",9/20/2023,10:01,0
2569.32,IMPS,Paytm Wallet,ACC123456,ACC499232,"Kolkata, West Bengal, 700001","
",6/1/2024,7:17,0
2648.29,Cash Deposit,School Fees,ACC123456,ACC829714,"Jaipur, Rajasthan, 302001","
",1/20/2025,11:15,0
59.23,Wallet,Swiggy,ACC123456,ACC830603,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",8/16/2023,12:50,0
18.01,IMPS,PhonePe,ACC123456,ACC413773,"Kolkata, West Bengal, 700001","Kolkata, West Bengal, 700001",8/12/2023,2:43,0
1503.89,UPI,LIC Insurance,ACC123456,ACC684920,"Lucknow, Uttar Pradesh, 226001","Kolkata, West Bengal, 700001",11/1/2023,7:58,0
737.8,Cash Deposit,LIC Insurance,ACC123456,ACC855427,"Pune, Maharashtra, 411001","Hyderabad, Telangana, 500001",2/3/2024,0:17,0
48.92,UPI,Flipkart,ACC123456,ACC798622,"Kolkata, West Bengal, 700001","Jaipur, Rajasthan, 302001",3/22/2024,9:04,0
